number of bedrooms,number of bathrooms,lot area,number of floors,waterfront present,condition of the house,grade of the house,Built Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,House_Age,Total_Area
2,1,5000,1.0,0,4,7,1904,122026,52.8981,-114.552,1530,4200,2,71,515000,121,1400
4,3,14016,2.0,0,4,8,1968,122014,52.9901,-114.476,1590,27903,1,76,502700,57,2710
4,2,3141,2.0,0,3,7,1994,122054,52.8026,-114.495,1660,3175,3,72,465000,31,2200
3,1,11761,1.0,0,4,8,1964,122005,52.8986,-114.347,2040,10035,1,80,462600,61,1430
3,1,6375,1.0,0,3,8,1903,122036,52.7547,-114.116,1270,7774,3,71,457000,122,1690
4,2,7850,2.0,0,3,9,2014,122065,52.582,-114.387,2580,14448,3,59,452000,11,2716
3,1,7200,1.0,0,5,7,1954,122022,52.943,-114.474,1100,7200,2,71,450000,71,1350
4,2,4670,2.0,0,3,8,1998,122015,52.7256,-114.351,2640,7243,1,70,437500,27,2680
4,2,5400,1.0,0,4,7,1988,122053,52.7504,-114.395,1630,5400,1,52,430000,37,1820
4,2,6480,1.5,0,5,7,1920,122059,52.7811,-114.502,1500,6480,2,73,423000,105,1970
3,2,5002,2.0,0,3,8,2014,122018,52.5274,-114.539,2927,5183,3,52,399950,11,3087
3,1,8148,1.0,0,3,7,1952,122014,52.9779,-114.508,1200,8147,1,53,399000,73,1170
2,2,1468,2.0,0,3,8,2004,122009,52.8088,-114.6,1120,1322,3,58,380000,21,1120
4,3,5511,2.0,0,3,8,1999,122046,52.6586,-114.375,2010,5600,2,59,370000,26,2580
3,2,7485,2.0,0,3,8,1986,122046,52.669,-114.325,2310,8142,3,51,362000,39,2310
3,2,812,2.0,0,3,8,2008,122054,52.8193,-114.507,1300,824,2,75,329950,17,1300
2,1,5087,1.0,0,3,7,1925,122051,52.7857,-114.468,1590,5087,1,73,315000,100,840
3,2,8800,1.0,0,3,8,1978,122065,52.613,-114.358,1960,8075,3,58,283000,47,2130
3,2,7200,2.0,0,5,7,1995,122062,52.5426,-114.213,1350,7200,3,73,256000,30,1480
3,2,8284,2.0,0,3,7,1989,122024,52.5909,-114.238,1550,8284,2,78,252000,36,1680
3,2,6191,2.0,0,3,8,1992,122067,52.6402,-114.385,1790,6758,2,77,250000,33,1790
3,1,7500,1.0,0,3,7,1988,122024,52.5928,-114.235,1530,7500,2,50,240000,37,1380
4,2,7280,2.0,0,4,8,1979,122018,52.5257,-114.56,1910,7280,2,56,220000,46,1950
3,1,8250,1.0,0,3,7,1983,122039,52.5653,-114.46,1410,7823,3,66,220000,42,1290
2,1,13052,1.5,0,3,7,1980,122041,52.942,-113.542,1320,13052,3,69,200000,45,1320
3,1,6000,1.5,0,2,6,1926,122059,52.7579,-114.508,960,5880,1,55,174900,99,1100
3,1,7690,1.0,0,4,6,1958,122046,52.6801,-114.366,1010,7619,2,76,165000,67,1010
4,3,5217,2.0,0,3,9,1947,122047,52.8489,-114.476,2270,5217,1,57,1350000,78,3600
4,2,12164,1.5,0,4,11,1984,122049,52.8704,-114.361,3960,16855,1,58,1190000,41,3480
5,3,7019,2.5,0,4,10,1927,122047,52.8739,-114.492,1920,4000,2,78,1160000,98,4290
4,3,49091,2.0,0,3,11,1990,122045,52.8924,-114.261,4800,42387,2,66,1150000,35,4740
4,2,12930,2.0,0,4,9,1968,122057,52.7673,-114.41,2610,12884,2,59,1070000,57,3240
2,2,2390,3.0,0,3,10,2007,122054,52.8299,-114.476,1950,2390,2,60,1050000,18,2350
4,3,4000,2.0,0,3,9,2007,122032,52.888,-114.586,1980,4000,3,71,1010000,18,3610
4,2,9800,2.0,0,4,9,1973,122057,52.7636,-114.413,2510,9800,3,70,980000,52,3010
4,3,4200,3.0,0,3,9,1992,122032,52.8716,-114.576,2130,5000,2,65,950000,33,4030
4,1,3600,2.0,0,4,8,1907,122003,52.8682,-114.558,1920,3600,3,69,870000,118,1920
4,2,38615,2.0,0,3,10,2000,122037,52.9549,-114.214,3290,43560,2,59,805000,25,3960
4,2,12760,1.0,0,4,7,1949,122006,52.9247,-114.493,1760,6384,2,77,790000,76,2560
4,2,16200,1.0,0,3,9,1988,122031,52.6663,-114.532,2530,13200,2,71,765000,37,3140
7,2,4056,1.5,0,4,8,1906,122013,52.8754,-114.506,2510,4056,1,65,750000,119,3410
4,2,10232,1.0,0,5,8,1980,122027,52.7815,-114.343,2820,9886,1,70,750000,45,2310
4,2,10860,2.0,0,3,10,1990,122020,52.79,-114.23,3130,10860,3,61,745000,35,3130
3,2,10321,2.0,0,3,9,1988,122005,52.8994,-114.331,2450,8440,3,72,732500,37,2470
4,3,8540,2.0,0,3,9,2003,122015,52.7523,-114.346,3040,6091,1,68,701000,22,2910
3,2,5125,2.0,0,3,9,2006,122011,52.7781,-114.185,1910,3215,1,54,663000,19,1910
3,2,384634,2.0,0,3,8,2007,122055,52.9372,-114.117,2200,292645,1,68,659000,18,3090
2,2,1240,2.0,0,3,8,2014,122013,52.8672,-114.514,2060,3630,3,51,653500,11,1680
4,2,5000,3.0,0,5,8,1917,122009,52.8011,-114.573,1760,5000,3,70,650000,108,2208
3,2,7288,2.0,0,3,9,2012,122017,53.0045,-114.415,2870,5998,1,63,650000,13,2870
4,2,8622,2.0,0,3,9,2000,122008,52.7694,-114.065,2980,8622,3,65,645500,25,2990
4,3,5763,1.0,0,5,8,1955,122059,52.7889,-114.485,2020,7320,2,64,640000,70,2940
4,1,18800,1.0,0,3,8,1959,122049,52.8204,-114.367,3050,14640,1,77,620000,66,2350
5,3,13674,1.0,0,5,8,1967,122022,52.9476,-114.492,2150,7800,1,61,599950,58,2600
4,2,6813,2.0,0,3,9,1987,122019,52.8596,-114.219,2310,8682,2,54,557865,38,3030
3,1,9401,1.0,0,3,8,1971,122020,52.8147,-114.265,2850,14323,1,70,550000,54,1840
5,1,3978,2.0,0,3,7,1929,122007,52.9111,-114.573,1350,4080,1,73,549000,96,1500
4,2,9000,2.0,0,3,8,2008,122015,52.7287,-114.337,3250,5531,3,70,530000,17,3010
4,2,5080,2.0,0,3,8,1960,122064,52.7847,-114.569,1920,6375,1,54,525000,65,2440
2,2,2856,2.0,0,3,7,2005,122011,52.7824,-114.186,1850,2667,3,63,524950,20,1830
4,2,7870,2.0,0,3,8,2014,122070,52.6836,-114.464,1960,10069,1,54,495000,11,3390
3,2,11393,1.0,0,3,8,1978,122005,52.8597,-114.289,2290,11894,3,68,493000,47,1790
6,1,3801,1.5,0,4,7,1925,122006,52.9132,-114.501,1850,4181,2,71,493000,100,2120
3,2,1290,2.0,0,3,8,2006,122007,52.9085,-114.565,1460,1375,1,72,490000,19,1500
3,1,43700,1.5,0,4,6,1919,122005,52.9565,-114.326,2070,43995,3,74,476800,106,1900
3,1,13000,1.0,0,5,8,1968,122046,52.6774,-114.334,2440,10000,3,75,475000,57,2270
3,2,6300,1.0,0,3,7,1953,122051,52.7865,-114.465,1510,4281,1,79,468000,72,1570
3,2,117176,1.0,0,4,9,1977,122012,52.6955,-114.223,2760,57063,2,56,465000,48,2560
3,3,1850,2.0,0,3,8,2001,122026,52.8983,-114.552,1540,1840,3,59,465000,24,1510
4,2,17532,2.0,0,3,9,1996,122015,52.7135,-114.326,2550,12560,1,61,460000,29,2080
4,3,7845,2.0,0,3,8,2002,122024,52.5844,-114.203,2800,6977,1,57,457000,23,2800
3,2,17688,1.0,0,3,8,1952,122031,52.6819,-114.553,1610,14482,1,51,450000,73,2320
3,2,3048,2.0,0,4,7,1902,122044,52.8331,-114.493,1680,3600,3,69,449950,123,1880
5,3,11250,2.0,0,3,8,2013,122052,52.7382,-114.552,1510,9950,3,50,445000,12,2420
2,1,6625,1.0,0,3,7,1950,122009,52.8036,-114.583,1310,6625,2,77,425000,75,1070
2,1,4257,1.0,0,3,7,1953,122016,52.7574,-114.574,1920,5100,3,60,415000,72,1550
5,2,5092,2.0,0,3,7,2006,122024,52.5894,-114.226,2910,5092,3,64,405000,19,3370
3,1,1448,1.0,0,3,7,1926,122006,52.911,-114.494,1350,4500,3,50,402300,99,1480
2,1,4000,1.0,0,3,6,1948,122006,52.9144,-114.479,990,5000,2,50,399000,77,790
3,1,4250,1.0,0,4,7,1924,122016,52.7692,-114.58,990,4500,3,50,399000,101,990
3,1,5110,1.0,0,3,7,1954,122064,52.7556,-114.569,1310,5110,2,80,396500,71,1710
2,1,3060,1.0,0,4,7,1918,122028,52.9197,-114.544,1160,4080,3,64,395000,107,1010
3,2,10125,1.0,0,4,7,1962,122017,53.0051,-114.412,1440,10125,2,75,395000,63,1470
4,2,2681,1.0,0,3,7,1912,122028,52.9265,-114.532,1710,1280,2,57,392450,113,2195
3,1,7128,1.0,0,3,7,1980,122005,52.9268,-114.314,1510,7107,3,77,379500,45,1110
3,2,9140,2.0,0,3,7,1982,122038,52.9462,-114.539,1400,8204,3,50,376000,43,1470
2,1,8060,1.0,0,4,7,1950,122016,52.7446,-114.576,1500,8060,2,57,365000,75,1160
5,2,8216,2.0,0,3,8,2001,122065,52.6047,-114.375,1960,7200,2,66,362000,24,2880
3,1,4080,1.0,0,4,7,1945,122064,52.7651,-114.571,1480,4080,3,74,357500,80,1000
3,1,7000,1.0,0,3,6,1953,122038,52.9917,-114.547,1220,7000,1,68,330000,72,980
2,1,7700,1.0,0,4,6,1916,122038,52.9367,-114.544,1290,7375,3,52,329000,109,940
4,2,19116,1.0,0,4,8,1961,122040,52.5686,-114.509,2730,18429,2,56,318700,64,2770
2,1,4010,1.5,0,5,6,1920,122034,52.7596,-114.541,980,4501,2,78,300000,105,1100
3,2,14952,2.0,0,3,8,1994,122035,52.6077,-114.355,2030,10450,1,62,297000,31,1940
4,2,7292,2.0,0,3,8,2005,122018,52.5527,-114.56,2495,7489,3,69,290000,20,2423
3,1,8645,1.0,0,3,6,1955,122052,52.7199,-114.527,1500,7980,1,73,284700,70,1700
3,1,21336,1.5,0,4,5,1945,122066,52.6323,-114.463,1340,37703,3,50,281000,80,1340
3,1,11090,1.0,0,3,7,1955,122014,53.0048,-114.494,1320,8319,3,50,275000,70,1320
4,2,4358,2.0,0,3,7,1993,122067,52.6294,-114.394,1790,4305,2,79,260000,32,1790
3,1,9500,1.0,0,4,7,1955,122031,52.7056,-114.54,1845,10125,1,69,259950,70,1240
3,2,5670,2.0,0,3,6,1994,122042,52.6798,-114.384,1290,4892,3,61,252000,31,1340
4,2,8750,1.0,0,3,7,1977,122068,52.4285,-114.191,1770,8207,2,76,245000,48,1870
3,1,8738,1.0,0,4,7,1959,122072,52.5417,-114.398,1500,8466,2,61,235000,66,1660
2,1,9488,1.0,0,5,7,1941,122056,52.7132,-114.489,1200,9488,1,73,231500,84,1200
3,1,21514,1.0,0,4,7,1973,122068,52.4459,-114.154,1660,21600,1,69,220000,52,1660
2,1,9994,1.0,0,3,7,1954,122056,52.7061,-114.477,1090,11700,2,59,196700,71,1090
3,1,4875,1.0,0,5,6,1969,122035,52.5948,-114.271,960,5200,3,60,179950,56,920
3,1,6098,1.0,0,3,7,2013,122041,52.9374,-113.554,1300,6849,1,54,155000,12,1300
2,1,9900,1.0,0,3,6,1943,122031,52.709,-114.529,1070,9900,3,51,129888,82,710
5,4,14600,2.0,0,3,11,2013,122071,52.8402,-114.415,3840,19250,3,67,2900000,12,5190
3,2,23065,1.0,1,3,10,1980,122058,52.9734,-114.453,3410,19688,1,55,1600000,45,3370
4,4,5126,3.0,0,3,10,2014,122047,52.8539,-114.48,2540,7784,1,67,1330000,11,3130
3,3,5979,2.0,0,4,9,1937,122004,52.8885,-114.463,3090,6435,3,57,1300000,88,3400
4,2,8400,2.0,0,3,9,1928,122022,52.947,-114.471,2820,8400,3,55,1200000,97,4110
5,2,7620,2.0,0,3,7,1973,122006,52.9124,-114.477,1880,7620,2,64,1100000,52,4320
2,2,975,3.0,0,3,9,2009,122003,52.8621,-114.551,1680,977,3,64,840000,16,1680
3,1,4178,2.0,0,3,8,1902,122028,52.9149,-114.525,2140,4916,1,67,799000,123,1510
4,2,26300,2.0,0,3,9,2014,122058,52.9918,-114.451,1860,12136,1,68,770000,11,3820
4,2,13636,2.0,0,3,10,1987,122019,52.8673,-114.232,2980,10615,2,64,765000,38,3360
4,2,11000,2.0,0,3,8,1998,122005,52.9059,-114.351,1720,11000,2,70,760000,27,2850
2,2,1686,2.0,0,3,10,2014,122044,52.8413,-114.504,1570,2580,2,74,729999,11,1630
5,2,9870,1.0,0,4,9,1978,122014,52.9903,-114.463,2840,19908,2,57,725000,47,3780
2,1,2199,2.0,0,3,8,1921,122028,52.8841,-114.519,2170,4405,1,61,720000,104,1580
4,2,12918,2.0,0,3,9,1987,122027,52.7923,-114.299,2550,11036,3,73,703770,38,2550
4,2,15031,2.0,0,3,9,1999,122005,52.9195,-114.284,3030,10361,2,63,700000,26,2580
3,2,1193,2.0,0,3,9,2014,122044,52.8473,-114.5,1510,1193,3,62,685000,11,1710
4,1,4750,1.5,0,4,7,1924,122006,52.9038,-114.482,1930,4750,2,54,637800,101,2250
4,2,8800,1.0,0,4,7,1960,122029,52.8446,-114.304,2000,8800,2,51,630000,65,2100
2,2,5416,1.0,0,3,6,1935,122044,52.834,-114.501,1650,3360,2,73,600000,90,990
3,1,3600,1.5,0,3,7,1905,122003,52.8689,-114.561,1730,2475,2,71,595000,120,2060
3,2,7484,2.0,0,3,8,1988,122019,52.8491,-114.233,2150,6879,1,58,580000,37,2150
3,2,11550,1.5,0,3,8,2003,122019,52.8513,-114.254,2230,11550,1,70,580000,22,1910
3,2,4000,1.5,0,5,7,1920,122051,52.7839,-114.457,1180,4000,1,68,572000,105,1860
3,2,2688,1.5,0,5,7,1915,122007,52.9083,-114.556,1440,2900,3,60,550000,110,1390
3,2,2500,3.0,0,3,9,1988,122064,52.8034,-114.565,2270,5000,3,71,549950,37,2380
3,2,5149,2.0,0,3,8,2003,122020,52.8195,-114.209,2280,4506,1,68,545000,22,1990
3,1,6125,1.0,0,3,7,1958,122009,52.7987,-114.587,1360,6125,2,67,526000,67,1530
5,1,5000,1.5,0,3,7,1929,122009,52.8052,-114.571,1590,5000,2,74,518000,96,1590
4,2,10244,1.0,0,3,8,1969,122027,52.7892,-114.368,2070,9683,1,58,518000,56,2070
2,1,5544,1.0,0,3,7,1947,122004,52.8996,-114.457,1710,6200,1,64,510000,78,1390
3,1,6700,1.0,0,3,8,1940,122007,52.9282,-114.552,1180,6694,2,68,510000,85,1370
5,3,8370,2.0,0,4,7,2004,122053,52.7111,-114.369,2160,4651,3,80,506000,21,3880
4,2,14440,1.0,0,3,7,1967,122012,52.7521,-114.235,2090,11400,2,61,496500,58,2250
3,1,8208,1.0,0,4,8,1965,122049,52.8219,-114.344,2210,11000,3,79,490000,60,1660
3,2,8400,1.0,0,3,8,1961,122027,52.7797,-114.362,2110,8400,2,63,472800,64,1840
4,1,3750,1.0,0,4,7,1925,122004,52.9006,-114.49,1850,4000,2,61,471000,100,1450
3,1,9137,1.0,0,3,7,1960,122030,52.8379,-114.322,1980,9137,2,58,465000,65,2760
3,2,8653,2.0,0,3,8,1989,122017,52.9798,-114.374,2090,6396,3,80,455000,36,2090
2,1,6852,1.0,0,3,8,2005,122045,52.9373,-114.202,1510,5912,3,55,449000,20,1510
4,2,10646,2.0,0,3,9,1993,122035,52.6128,-114.338,2740,9994,2,61,440000,32,3080
3,2,3265,2.0,0,3,8,2014,122008,52.7638,-114.031,1800,3663,2,76,437718,11,1800
3,2,7074,2.0,0,3,8,1999,122055,52.9762,-114.168,2060,6548,1,67,435000,26,3380
3,2,7770,2.0,0,3,8,2003,122036,52.7553,-114.12,1360,10782,1,56,430000,22,2030
2,1,5024,1.0,0,4,7,1941,122007,52.9133,-114.585,1330,5024,1,50,425000,84,790
3,2,5040,2.0,0,4,7,1985,122051,52.7911,-114.466,1500,5040,1,72,415000,40,1280
3,2,10733,2.0,0,3,8,1996,122024,52.6135,-114.225,1950,8534,2,59,415000,29,2420
2,1,1278,2.0,0,3,8,2007,122007,52.9056,-114.565,1210,1118,1,79,414500,18,1210
4,1,7208,1.0,0,3,7,1970,122021,52.972,-114.363,1300,7991,2,80,410000,55,1140
3,3,1465,2.0,0,3,8,2006,122007,52.9222,-114.565,1522,1341,1,61,407500,19,1522
3,1,8360,1.0,0,3,7,1960,122030,52.8419,-114.323,1700,8360,1,72,400000,65,1510
6,2,210830,2.0,0,4,8,1962,122046,52.628,-114.271,2540,217800,1,79,400000,63,2320
2,2,1240,2.0,0,3,8,2008,122005,52.9158,-114.292,1280,1312,2,57,400000,17,1340
4,1,7620,2.0,0,3,8,1971,122031,52.687,-114.536,1820,7620,3,61,397950,54,2120
3,1,3621,1.0,0,4,6,1947,122054,52.805,-114.479,1540,4080,3,79,390000,78,950
4,2,9650,1.0,0,3,8,1976,122040,52.5738,-114.512,2390,10000,2,71,379750,49,2390
3,1,6914,1.0,0,3,7,1947,122022,52.9444,-114.509,1000,6947,1,56,378000,78,1000
3,1,7201,1.0,0,3,7,1971,122033,52.9426,-114.401,1380,7201,2,60,370000,54,1320
2,1,965,2.0,0,3,8,2007,122044,52.8487,-114.491,1340,1436,1,53,359950,18,893
3,1,7500,1.0,0,3,7,1976,122019,52.849,-114.254,1380,7500,2,77,356000,49,1140
2,1,5000,1.0,0,3,7,1950,122014,52.9818,-114.469,1800,7400,3,65,350000,75,940
4,1,6720,1.5,0,3,7,1925,122059,52.7818,-114.501,1560,5600,3,76,349950,100,1420
3,1,7223,1.0,0,4,7,1961,122053,52.7389,-114.379,1320,7356,3,71,341500,64,1130
3,2,1115,3.0,0,3,8,2003,122028,52.9285,-114.53,1410,1355,1,60,340000,22,1240
4,1,11834,1.0,1,3,6,1972,122069,52.6857,-114.633,1670,47462,1,50,340000,53,1200
2,1,6000,1.0,0,3,7,1948,122051,52.7843,-114.463,960,6000,1,51,325000,77,790
6,2,10763,1.0,0,5,7,1957,122070,52.6729,-114.472,1310,10746,2,68,320000,68,2410
2,1,14659,1.0,0,3,7,1960,122063,52.7158,-114.421,1920,15208,2,65,315000,65,2080
5,2,13500,1.0,0,5,7,1963,122070,52.6768,-114.472,1590,10850,2,54,314000,62,2210
3,2,11877,1.0,0,3,7,1975,122025,52.6742,-113.952,1430,9790,3,63,312620,50,1260
2,1,83199,1.0,0,4,7,1965,122069,52.6522,-114.633,1760,75794,3,51,310000,60,1040
4,3,7200,2.0,0,3,7,1976,122014,53.0003,-114.502,2050,10000,1,75,310000,49,2320
3,2,1716,2.0,0,3,7,1967,122043,52.6122,-114.506,1220,6250,3,71,309950,58,1990
4,2,1831,2.0,0,3,7,2009,122031,52.6945,-114.527,1310,7500,3,57,305000,16,2470
4,1,12731,1.0,0,4,8,1957,122040,52.5669,-114.51,2520,12539,2,68,305000,68,2251
4,2,3717,2.0,0,3,8,2012,122067,52.6513,-114.384,1763,3666,1,73,305000,13,1763
2,1,7204,1.0,0,3,7,1918,122034,52.7661,-114.541,1200,7500,2,63,284000,107,860
3,2,8928,1.0,0,3,7,1998,122035,52.5937,-114.265,2050,8523,2,70,276000,27,1450
3,1,16200,1.0,0,3,7,1970,122067,52.6226,-114.357,1650,13950,2,74,275000,55,1510
2,1,4190,1.0,0,2,5,1906,122028,52.9201,-114.548,1070,4175,3,56,275000,119,680
2,1,5700,1.0,0,3,6,1922,122051,52.749,-114.45,1380,5700,3,76,270000,103,1040
2,1,1296,2.0,0,3,7,2001,122038,52.9375,-114.526,1100,1228,1,78,260000,24,980
3,2,10684,2.0,0,3,8,1987,122046,52.6919,-114.343,2140,9657,1,74,252500,38,1810
4,1,7404,1.0,0,3,6,1918,122064,52.7628,-114.569,1620,7436,1,78,250000,107,1440
4,1,4900,1.0,0,3,6,1942,122051,52.7592,-114.459,1410,3000,3,67,250000,83,1220
3,2,7198,1.5,0,3,7,1916,122068,52.4386,-114.186,1160,7198,3,64,247000,109,1270
2,1,6258,1.0,0,4,8,1983,122043,52.6085,-114.512,1460,5375,1,63,245000,42,1450
2,2,2052,1.5,0,3,7,1986,122040,52.5386,-114.518,1470,2052,2,59,239000,39,1470
2,1,11400,1.0,0,3,7,1951,122063,52.7312,-114.455,1410,11400,3,55,238950,74,1190
3,1,11430,1.0,0,4,7,1963,122067,52.6405,-114.384,1790,8760,2,56,227950,62,1120
3,1,10178,1.0,0,3,7,1960,122043,52.6279,-114.507,2040,10660,1,53,210500,65,1840
3,1,6223,1.0,0,3,7,1983,122035,52.5874,-114.348,1260,6553,3,56,210000,42,1260
3,1,7500,1.0,0,3,6,1905,122063,52.7221,-114.465,1010,7000,3,76,210000,120,1200
3,1,9620,1.0,0,5,6,1976,122023,52.5474,-114.317,1300,10360,1,61,206990,49,1330
3,1,7014,1.0,0,3,7,1954,122056,52.7043,-114.464,1440,9350,3,53,205000,71,1130
1,0,9600,1.0,0,3,5,1947,122006,52.9264,-114.496,1580,6624,1,60,200000,78,680
3,1,11055,1.5,0,4,7,1959,122066,52.6032,-114.485,1420,9100,3,71,180000,66,940
3,1,8690,1.0,0,4,7,1977,122035,52.6029,-114.305,1330,7040,1,53,166600,48,1150
2,1,8150,1.0,0,3,6,1951,122051,52.7624,-114.465,1140,8550,1,73,163250,74,770
2,1,5393,1.0,0,3,6,1969,122035,52.5974,-114.271,980,5200,3,58,128000,56,980
4,4,21300,2.0,1,4,11,1980,122057,52.815,-114.412,4620,22748,3,62,3850000,45,5770
4,2,8036,2.5,0,5,9,1916,122047,52.8715,-114.475,2950,9323,3,51,2250000,109,4760
4,4,10050,1.0,0,5,9,1949,122006,52.907,-114.465,2950,6700,1,77,1540000,76,5770
4,2,4560,2.0,0,5,7,1912,122028,52.8825,-114.523,2000,4560,3,61,1050000,113,2950
3,3,11340,1.0,0,3,8,1980,122019,52.8413,-114.248,2530,11340,1,75,1020000,45,2880
5,3,35071,2.0,0,3,11,1976,122049,52.8668,-114.349,3600,35074,1,50,975000,49,5470
3,1,3600,2.0,0,3,9,1925,122003,52.8637,-114.555,2020,4800,2,69,940000,100,2140
4,2,35991,2.0,0,4,10,1992,122037,52.9737,-114.225,3210,35991,2,54,864500,33,3520
5,2,20824,1.0,0,3,9,1959,122006,52.9248,-114.472,2380,10465,3,77,840000,66,2790
4,2,5600,1.0,0,4,8,1961,122006,52.9121,-114.457,2660,6050,1,70,810000,64,2020
5,4,7810,2.0,0,3,9,2006,122008,52.7681,-114.05,4480,6324,3,50,805000,19,4600
4,3,12070,2.0,0,4,9,1976,122019,52.8671,-114.248,3110,12600,2,50,790000,49,3180
3,2,991,3.0,0,3,9,2009,122003,52.8576,-114.549,1610,1297,3,73,727000,16,1580
3,2,3600,1.0,0,3,7,1939,122028,52.9089,-114.541,1700,4356,2,75,635500,86,1660
3,3,13995,2.0,0,3,9,1983,122017,53.0041,-114.393,2480,8434,2,53,630000,42,3800
5,2,13332,2.0,0,4,8,1940,122052,52.7277,-114.549,1760,8900,2,51,605000,85,2910
3,2,5100,2.0,0,3,7,2008,122032,52.8894,-114.587,1790,4380,2,75,595000,17,2030
3,2,10879,2.0,0,3,9,1984,122019,52.8517,-114.224,2400,9536,2,59,577500,41,2280
3,2,3485,2.0,0,3,8,2001,122011,52.7793,-114.194,1940,3485,3,66,575000,24,1870
4,2,22795,2.0,0,3,8,1998,122045,52.8629,-114.159,2570,29761,2,61,574000,27,3240
2,2,2457,3.0,0,3,8,2009,122054,52.8225,-114.492,1650,1639,3,64,565000,16,1950
3,2,17362,2.0,0,3,8,1994,122010,52.9204,-114.366,1920,7200,1,75,551000,31,2010
4,3,10948,1.0,0,3,8,1991,122069,52.6033,-114.612,2380,13623,3,56,545000,34,3160
4,2,7891,2.0,0,3,9,2006,122053,52.7355,-114.384,1400,7891,2,74,530000,19,2590
4,1,7770,1.0,0,3,8,1965,122050,53.0021,-114.562,2340,7770,3,53,525300,60,2520
4,2,20870,2.0,0,3,8,1967,122033,52.9476,-114.431,2700,14190,1,64,523000,58,3180
3,2,4332,2.0,0,3,8,1992,122011,52.8076,-114.186,1740,4332,1,60,517500,33,1810
3,1,5400,1.5,0,3,7,1908,122032,52.8904,-114.586,1770,4400,3,56,505000,117,1100
3,1,9638,2.0,0,4,7,1920,122010,52.9073,-114.368,1760,7822,1,53,490000,105,1260
5,2,7200,2.0,0,3,8,1997,122015,52.7255,-114.35,2710,7620,1,64,490000,28,2990
4,2,10890,1.0,0,5,7,1978,122033,52.9618,-114.429,2500,7467,3,61,488000,47,2500
4,1,3050,1.5,0,5,7,1929,122009,52.7954,-114.574,1570,6100,3,69,460000,96,1720
2,1,3300,1.0,0,4,7,1909,122026,52.8866,-114.55,1960,5500,3,77,460000,116,880
3,1,9600,1.0,0,4,7,1969,122005,52.8688,-114.293,2070,9775,1,80,455000,56,1300
3,2,10000,2.0,0,3,8,1992,122017,52.9961,-114.395,1460,9621,1,72,454000,33,1700
4,2,7386,2.0,0,4,9,1987,122046,52.6697,-114.34,2420,7663,2,64,440000,38,2880
5,2,7700,1.5,0,3,7,1962,122030,52.8222,-114.336,1530,7700,2,70,431650,63,1710
4,2,9460,2.0,0,3,9,2001,122067,52.6259,-114.401,3000,8450,1,72,430000,24,3000
3,2,12480,1.0,0,3,7,1981,122058,52.9961,-114.452,2160,12000,1,59,430000,44,2350
3,1,13241,1.0,0,3,7,1985,122033,52.9568,-114.403,2090,9704,2,59,427800,40,1340
2,1,6212,1.0,0,4,7,1947,122022,52.9452,-114.472,1670,7272,3,58,425000,78,1670
6,2,6969,1.0,0,4,7,1968,122012,52.7642,-114.226,1500,6969,2,62,380000,57,1870
5,2,10400,1.0,0,3,8,1973,122046,52.6801,-114.329,2140,9592,2,50,370000,52,2250
4,2,3060,1.0,0,3,7,1908,122051,52.795,-114.474,1410,5100,1,62,358000,117,2200
5,2,5604,2.0,0,3,8,2011,122024,52.5958,-114.227,2210,6395,3,57,358000,14,2460
2,1,3880,1.0,0,3,7,1952,122026,52.8931,-114.555,900,4365,1,62,357950,73,810
5,2,6050,2.0,0,4,7,1944,122063,52.7318,-114.432,1170,6050,3,76,339950,81,1890
3,2,9495,1.0,0,3,8,2013,122065,52.6014,-114.387,1410,12770,2,73,338900,12,1936
3,2,1139,2.0,0,3,8,2009,122064,52.7964,-114.559,1400,1348,3,70,335000,16,1090
5,1,27260,1.0,0,4,7,1947,122031,52.6846,-114.527,1620,39480,2,71,310000,78,2190
3,1,3292,2.0,0,3,7,1988,122011,52.8001,-114.207,1150,3592,2,72,310000,37,1140
4,2,7345,2.0,0,3,8,1992,122024,52.5826,-114.245,1860,7364,3,77,303500,33,1920
2,1,1276,2.0,0,3,7,2005,122044,52.8475,-114.487,1540,1484,1,65,299000,20,830
4,2,5805,2.0,0,3,8,2000,122023,52.5586,-114.398,2360,7700,1,58,295700,25,1720
3,1,8214,1.0,0,3,7,1944,122038,52.9701,-114.538,1850,13560,2,58,284000,81,1080
3,2,13249,1.0,0,3,7,1995,122066,52.5889,-114.471,1640,9240,3,63,280000,30,1640
3,2,8512,2.0,0,3,7,1991,122068,52.4252,-114.176,1580,8512,3,79,272000,34,1680
3,2,7187,2.0,0,3,7,1988,122035,52.6064,-114.307,1640,7194,3,71,269950,37,1610
3,1,9225,1.0,0,3,7,1957,122043,52.6204,-114.49,1740,12204,2,50,265500,68,1860
3,2,6298,2.0,0,3,7,1986,122065,52.5987,-114.372,1670,7207,1,68,260000,39,1520
3,2,7192,1.0,0,4,7,1974,122067,52.6393,-114.363,1870,8500,2,78,252500,51,1780
1,1,4120,1.0,0,3,4,1937,122042,52.7168,-114.389,990,4120,3,67,247000,88,460
2,1,8450,1.0,0,5,6,1950,122014,52.985,-114.506,1090,8450,1,67,244000,75,960
3,1,10919,1.0,0,3,7,1975,122018,52.5217,-114.556,1730,10919,1,55,236000,50,1560
